Data,Round,Civility,Player1 (Player1 / Player2),Player2 (Player3 / Player4),Sets,Tournment,Clay,1st SERVE % P1,1st SERVE % P2,1st SERVE POINTS WON P1,1st SERVE POINTS WON P2,2nd SERVE POINTS WON P1,2nd SERVE POINTS WON P2,BREAK POINTS WON P1,BREAK POINTS WON P2,TOTAL RETURN POINTS WON P1,TOTAL RETURN POINTS WON P2,TOTAL POINTS WON P1,TOTAL POINTS WON P2,DOUBLE FAULTS P1,DOUBLE FAULTS P2,ACES P1,ACES P2,Country P1,Birthday P1,Height P1,Weight P1,Profi since P1,Play P1,Ranking's position P1,Points P1,Prize money P1,Country P2,Birthday P2,Height P2,Weight P2,Profi since P2,Play P2,Ranking's position P2,Points P2,Prize money P2,Country P3,Birthday P3,Height P3,Weight P3,Profi since P3,Play P3,Ranking's position P3,Points P3,Prize money P3,Country P4,Birthday P4,Height P4,Weight P4,Profi since P4,Play P4,Ranking's position P4,Points P4,Prize money P4
26.05.15,1st round,male,Pablo Cuevas/David Marrero,Rajeev Ram/Horacio Zeballos,"6-2, 7-5",Paris,Clay,37/55 (67%),48/61 (79%),28/37 (76%),33/48 (69%),13/18 (72%),5/13 (38%),-,-,23/61 (38%),14/55 (25%),64/116 (55%),52/116 (45%),0,1,1,3,Uruguay,"01.01.86, 29 years",180 cm,74 kg,-,Right-handed,-,-,-,Spain,"08.04.80, 35 years",-,-,-,-,-,-,-,USA,"18.03.84, 31 years",193 cm,82 kg,2004,Right-handed,-,-,-,Argentina,"27.04.85, 30 years",187 cm,78 kg,2003,Left-handed,-,-,-
26.05.15,1st round,male,David Ferrer,Lukas Lacko,"6-1, 6-3, 6-1",Paris,Clay,43/70 (61%),40/66 (61%),34/43 (79%),18/40 (45%),15/27 (56%),10/26 (38%),7/9 (78%),1/5 (20%),38/66 (58%),21/70 (30%),87/136 (64%),49/136 (36%),5,1,8,4,Spain,"02.04.82, 33 years",175 cm,72 kg,2000,Right-handed,8,4490,24.733.109 $,Slovakia,"03.11.87, 27 years",188 cm,75 kg,-,Right-handed,94,567,1.924.273 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31.05.15,4th round,male,Roger Federer,Gael Monfils,"6-3, 4-6, 6-4, 6-1",Paris,Clay,61/100 (61%),76/122 (62%),45/61 (74%),47/76 (62%),25/39 (64%),21/46 (46%),6/13 (46%),2/4 (50%),54/122 (44%),30/100 (30%),124/222 (56%),98/222 (44%),1,4,2,6,Switzerland,"08.08.81, 33 years",185 cm,80 kg,1998,Right-handed,2,9235,88.611.538 $,France,"01.09.86, 28 years",193 cm,80 kg,2004,Right-handed,14,2065,8.258.893 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22.05.15,qual.,male,Michael Berrer,Marco Cecchinato,"6-4, 6-2",Paris,Clay,45/70 (64%),39/63 (62%),32/45 (71%),25/39 (64%),13/25 (52%),9/24 (38%),4/5 (80%),1/9 (11%),29/63 (46%),25/70 (36%),74/133 (56%),59/133 (44%),2,3,3,4,Germany,"01.07.80, 34 years",190 cm,99 kg,1999,Left-handed,145,361,2.348.218 $,Italy,"30.09.92, 22 years",-,-,-,-,122,445,182.038 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29.05.15,2nd round,male,Simone Bolelli/Fabio Fognini,Frantisek Cermak/Jiri Vesely,5-1 retired Frantisek Cermak,Paris,Clay,10/19 (53%),15/22 (68%),7/10 (70%),9/15 (60%),6/9 (67%),2/7 (29%),2/2 (100%),0/1 (0%),11/22 (50%),6/19 (32%),24/41 (59%),17/41 (41%),0,3,1,0,Italy,"08.10.85, 29 years",182 cm,79 kg,2003,Right-handed,-,-,-,Italy,"24.05.87, 28 years",177 cm,74 kg,-,Right-handed,-,-,-,Czech Republic,"14.11.76, 38 years",-,-,-,-,-,-,-,Czech Republic,"10.07.93, 21 years",-,-,-,-,-,-,-
30.05.15,3rd round,male,Richard Gasquet,Kevin Anderson,"4-6, 7-64, 7-5, 6-4",Paris,Clay,81/144 (56%),104/145 (72%),62/81 (77%),76/104 (73%),37/63 (59%),18/41 (44%),2/12 (17%),1/13 (8%),51/145 (35%),45/144 (31%),150/289 (52%),139/289 (48%),3,3,3,22,France,"18.06.86, 28 years",185 cm,75 kg,2002,Right-handed,21,1625,10.963.067 $,JAR,"18.05.86, 29 years",201 cm,89 kg,-,Right-handed,17,1970,4.682.881 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24.05.15,1st round,male,Roberto Bautista-Agut,Florian Mayer,"6-3, 6-1, 6-3",Paris,Clay,51/74 (69%),53/83 (64%),41/51 (80%),28/53 (53%),14/23 (61%),13/30 (43%),6/13 (46%),1/3 (33%),42/83 (51%),19/74 (26%),97/157 (62%),60/157 (38%),0,3,4,3,Spain,"14.04.88, 27 years",181 cm,73 kg,-,Right-handed,20,1750,2.412.888 $,Germany,"05.10.83, 31 years",190 cm,81 kg,2001,Right-handed,527,63,5.206.428 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29.05.15,2nd round,male,Marcin Matkowski/Nenad Zimonjic,Pablo Carreno-Busta/Daniel Gimeno-Traver,"6-4, 7-65",Paris,Clay,51/71 (72%),50/69 (72%),40/51 (78%),33/50 (66%),12/20 (60%),11/19 (58%),2/3 (67%),1/6 (17%),25/69 (36%),19/71 (27%),77/140 (55%),63/140 (45%),1,1,8,1,Poland,"15.01.81, 34 years",-,-,-,-,-,-,-,Serbia,"04.06.76, 39 years",191 cm,90 kg,-,Right-handed,-,-,-,Spain,"12.07.91, 23 years",-,-,-,-,-,-,-,Spain,"07.08.85, 29 years",185 cm,77 kg,2004,Right-handed,-,-,-
30.05.15,2nd round,male,Carlos Berlocq/Leonardo Mayer,Pablo Cuevas/David Marrero,"6-1, 6-75, 7-63",Paris,Clay,67/97 (69%),63/93 (68%),56/67 (84%),45/63 (71%),19/30 (63%),17/30 (57%),2/3 (67%),0/4 (0%),31/93 (33%),22/97 (23%),106/190 (56%),84/190 (44%),2,5,10,0,Argentina,"03.02.83, 32 years",182 cm,75 kg,2001,Right-handed,-,-,-,Argentina,"15.05.87, 28 years",190 cm,78 kg,-,Right-handed,-,-,-,Uruguay,"01.01.86, 29 years",180 cm,74 kg,-,Right-handed,-,-,-,Spain,"08.04.80, 35 years",-,-,-,-,-,-,-
25.05.15,1st round,male,Juan Monaco,Federico Delbonis,"6-74, 6-2, 6-1, 6-76, 6-2",Paris,Clay,103/135 (76%),106/165 (64%),68/103 (66%),68/106 (64%),20/32 (63%),22/59 (37%),12/24 (50%),5/9 (56%),75/165 (45%),47/135 (35%),163/300 (54%),137/300 (46%),1,8,0,4,Argentina,"29.03.84, 31 years",185 cm,76 kg,2002,Right-handed,35,1170,6.918.265 $,Argentina,"05.10.90, 24 years",-,-,-,-,82,627,1.257.781 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.06.15,q 2,male,Calvin Hemery,Juan Ignacio Londero,"1-6, 6-3, 6-2",Mestre Challenger,Clay,46/77 (60%),54/104 (52%),28/46 (61%),28/54 (52%),15/31 (48%),24/50 (48%),6/14 (43%),5/7 (71%),52/104 (50%),34/77 (44%),95/181 (52%),86/181 (48%),5,8,13,3,France,"28.01.95, 20 years",-,-,-,-,413,106,17.390 $,Argentina,"15.08.93, 21 years",-,-,-,-,277,177,103.492 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29.05.15,3rd round,female,Alize Cornet,Mirjana Lucic-Baroni,"4-6, 6-3, 7-5",Paris,Clay,77/115 (67%),60/105 (57%),50/77 (65%),34/60 (57%),14/38 (37%),19/45 (42%),7/12 (58%),6/13 (46%),52/105 (50%),51/115 (44%),116/220 (53%),104/220 (47%),6,4,4,0,France,"22.01.90, 25 years",171 cm,59 kg,-,-,29,1700,3.726.903 $,Croatia,"09.03.82, 33 years",-,-,-,-,70,819,2.096.669 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
03.06.15,1st round,male,Sander Arends/Stephan Fransen,James Cerretani/Adam Hubble,"6-3, 6-4",Mestre Challenger,Clay,37/54 (69%),36/53 (68%),27/37 (73%),21/36 (58%),9/17 (53%),9/17 (53%),4/12 (33%),2/5 (40%),23/53 (43%),18/54 (33%),59/107 (55%),48/107 (45%),2,4,1,1,Holland,"09.08.91, 23 years",-,-,-,-,-,-,-,Holland,"08.08.88, 26 years",-,-,-,-,-,-,-,USA,"02.10.81, 33 years",-,-,-,-,-,-,-,Australia,"25.03.86, 29 years",-,-,-,-,-,-,-
29.05.15,2nd round,female,Caroline Garcia/Katarina Srebotnik,Lara Arruabarrena/Irina-Camelia Begu,"7-61, 6-4",Paris,Clay,58/90 (64%),53/71 (75%),35/58 (60%),28/53 (53%),16/32 (50%),8/18 (44%),5/9 (56%),4/10 (40%),35/71 (49%),39/90 (43%),86/161 (53%),75/161 (47%),1,2,1,1,France,"16.10.93, 21 years",-,-,-,-,-,-,-,Slovenia,"12.03.81, 34 years",180 cm,65 kg,-,Right-handed,-,-,-,Spain,"20.03.92, 23 years",-,-,-,-,-,-,-,Romania,"26.08.90, 24 years",-,-,-,-,-,-,-
21.05.15,q 2,male,Tim Puetz,Yuki Bhambri,"6-4, 6-3",Paris,Clay,31/56 (55%),40/68 (59%),22/31 (71%),26/40 (65%),16/25 (64%),12/28 (43%),3/12 (25%),1/1 (100%),30/68 (44%),18/56 (32%),68/124 (55%),56/124 (45%),0,3,6,1,Germany,"19.11.87, 27 years",-,-,-,-,199,241,174.093 $,India,"04.07.92, 22 years",-,-,-,-,156,329,220.553 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24.05.15,1st round,male,Kei Nishikori,Paul-Henri Mathieu,"6-3, 7-5, 6-1",Paris,Clay,39/79 (49%),50/99 (51%),31/39 (79%),30/50 (60%),23/40 (58%),19/49 (39%),7/15 (47%),2/3 (67%),50/99 (51%),25/79 (32%),104/178 (58%),74/178 (42%),3,3,7,2,Japan,"29.12.89, 25 years",175 cm,65 kg,-,Right-handed,5,5220,8.023.569 $,France,"12.01.82, 33 years",185 cm,74 kg,1999,Right-handed,125,429,5.282.493 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.06.15,4th round,female,Timea Bacsinszky,Petra Kvitova,"2-6, 6-0, 6-3",Paris,Clay,38/65 (58%),59/87 (68%),26/38 (68%),31/59 (53%),13/27 (48%),12/28 (43%),7/17 (41%),4/7 (57%),44/87 (51%),26/65 (40%),83/152 (55%),69/152 (45%),7,1,3,2,Switzerland,"08.06.89, 26 years",170 cm,62 kg,2004,Right-handed,24,1958,1.573.449 $,Czech Republic,"08.03.90, 25 years",183 cm,71 kg,2006,Left-handed,4,6760,17.102.458 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
03.06.15,1st round,female,Mia Horvit,Katharine Fahey,"6-4, 1-6, 6-2",Bethany Beach,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,USA,"23.07.97, 17 years",-,-,-,-,-,-,-,USA,"19.10.96, 18 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20.05.15,q 2,male,Stephane Robert,Tristan Lamasine,"6-1, 3-6, 6-3",Paris,Clay,48/87 (55%),52/80 (65%),33/48 (69%),32/52 (62%),20/39 (51%),11/28 (39%),5/10 (50%),2/12 (17%),37/80 (46%),34/87 (39%),90/167 (54%),77/167 (46%),4,3,5,6,France,"17.05.80, 35 years",-,-,-,-,558,56,1.288.055 $,France,"05.03.93, 22 years",-,-,-,-,236,204,57.970 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30.05.15,3rd round,female,Cristina-Andreea Mitu,Francesca Schiavone,"7-5, 6-4",Paris,Clay,49/79 (62%),38/72 (53%),30/49 (61%),23/38 (61%),16/30 (53%),16/34 (47%),5/12 (42%),3/9 (33%),33/72 (46%),33/79 (42%),79/151 (52%),72/151 (48%),7,6,1,2,Romania,"22.09.91, 23 years",-,-,-,-,100,598,-,Italy,"23.06.80, 34 years",166 cm,64 kg,1998,Right-handed,92,652,10.230.306 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.06.15,q 2,male,Mitchell Krueger,Juan Carlos Saez,"4-6, 7-65, 6-3",Mestre Challenger,Clay,73/127 (57%),53/95 (56%),49/73 (67%),36/53 (68%),26/54 (48%),19/42 (45%),4/11 (36%),4/14 (29%),40/95 (42%),52/127 (41%),115/222 (52%),107/222 (48%),8,5,3,6,USA,"12.01.94, 21 years",-,-,-,-,290,164,55.901 $,Chile,"05.08.91, 23 years",-,-,-,-,257,196,55.234 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25.05.15,1st round,male,Radek Stepanek,Ivan Dodig,"5-7, 6-3, 6-4, 6-1",Paris,Clay,76/114 (67%),55/94 (59%),57/76 (75%),36/55 (65%),20/38 (53%),21/39 (54%),6/8 (75%),2/11 (18%),37/94 (39%),37/114 (32%),114/208 (55%),94/208 (45%),1,4,9,9,Czech Republic,"27.11.78, 36 years",185 cm,75 kg,1996,Right-handed,129,422,10.317.509 $,Croatia,"02.01.85, 30 years",-,-,-,-,119,466,3.676.958 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27.05.15,2nd round,female,Mirjana Lucic-Baroni,Simona Halep,"7-5, 6-1",Paris,Clay,25/51 (49%),35/56 (63%),20/25 (80%),18/35 (51%),14/26 (54%),9/21 (43%),5/8 (63%),2/2 (100%),29/56 (52%),17/51 (33%),63/107 (59%),44/107 (41%),1,2,4,0,Croatia,"09.03.82, 33 years",-,-,-,-,70,819,2.096.669 $,Romania,"27.09.91, 23 years",169 cm,57 kg,-,Right-handed,3,7360,6.559.408 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
04.06.15,2nd round,male,Inigo Cervantes,Frank Dancevic,"6-3, 6-3",Furth Challenger,Clay,32/49 (65%),36/60 (60%),29/32 (91%),25/36 (69%),9/17 (53%),10/24 (42%),-,-,25/60 (42%),11/49 (22%),63/109 (58%),46/109 (42%),1,1,10,1,Spain,"30.11.89, 25 years",-,-,-,-,164,315,326.215 $,Canada,"26.09.84, 30 years",185 cm,79 kg,2003,Right-handed,159,323,1.638.669 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,1st round,female,Alexa Graham,Jessica Golovin,"4-6, 6-3, 6-1",Bethany Beach,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,USA,"07.07.98, 16 years",-,-,-,-,687,25,-,USA,"09.07.97, 17 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21.05.15,q 2,male,Marius Copil,John-Patrick Smith,"6-3, 6-4",Paris,Clay,40/69 (58%),36/49 (73%),32/40 (80%),23/36 (64%),13/29 (45%),7/13 (54%),3/5 (60%),1/2 (50%),19/49 (39%),24/69 (35%),64/118 (54%),54/118 (46%),3,2,12,5,Romania,"17.10.90, 24 years",-,-,-,-,202,238,462.293 $,Australia,"24.01.89, 26 years",-,-,-,-,162,318,296.889 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28.05.15,2nd round,male,Jack Sock,Pablo Carreno-Busta,"6-72, 7-64, 6-1, 7-64",Paris,Clay,90/182 (49%),81/135 (60%),64/90 (71%),57/81 (70%),47/92 (51%),26/54 (48%),5/8 (63%),3/15 (20%),52/135 (39%),71/182 (39%),163/317 (51%),154/317 (49%),13,2,6,6,USA,"24.09.92, 22 years",-,-,-,-,37,1125,1.608.211 $,Spain,"12.07.91, 23 years",-,-,-,-,61,825,865.161 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20.05.15,q 1,female,Vera Dushevina,Jelena Ostapenko,"4-6, 6-3, 6-3",Paris,Clay,78/114 (68%),43/78 (55%),45/78 (58%),27/43 (63%),15/36 (42%),14/35 (40%),7/8 (88%),5/22 (23%),37/78 (47%),54/114 (47%),97/192 (51%),95/192 (49%),7,11,5,5,Russia,"06.10.86, 28 years",180 cm,73 kg,2003,Right-handed,706,22,3.081.132 $,Latvia,"08.06.97, 18 years",-,-,-,-,152,347,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24.05.15,1st round,female,Garbine Muguruza,Petra Martic,"6-2, 7-5",Paris,Clay,32/45 (71%),33/57 (58%),29/32 (91%),22/33 (67%),11/13 (85%),10/24 (42%),-,-,25/57 (44%),5/45 (11%),65/102 (64%),37/102 (36%),0,6,4,3,Spain,"08.10.93, 21 years",-,-,-,-,20,2075,1.681.469 $,Croatia,"19.01.91, 24 years",-,-,-,-,158,330,1.413.278 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27.05.15,2nd round,female,Ekaterina Makarova,Teliana Pereira,"6-2, 5-7, 6-3",Paris,Clay,65/85 (76%),79/99 (80%),43/65 (66%),41/79 (52%),12/20 (60%),12/20 (60%),5/12 (42%),3/7 (43%),46/99 (46%),30/85 (35%),101/184 (55%),83/184 (45%),,,2,2,Russia,"07.06.88, 27 years",178 cm,58 kg,2004,Left-handed,9,3510,6.739.611 $,Brazil,"20.07.88, 26 years",-,-,-,-,76,745,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27.05.15,2nd round,female,Elena Vesnina,Polona Hercog,"2-6, 6-1, 6-3",Paris,Clay,48/68 (71%),48/81 (59%),30/48 (63%),32/48 (67%),12/20 (60%),14/33 (42%),5/14 (36%),3/3 (100%),35/81 (43%),26/68 (38%),77/149 (52%),72/149 (48%),3,0,1,7,Russia,"01.08.86, 28 years",176 cm,60 kg,-,Right-handed,82,688,5.936.025 $,Slovenia,"20.01.91, 24 years",-,-,-,-,75,745,1.669.194 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.06.15,1st round,male,Alexander Mozgovoy,Guy Michelevitz,"6-4, 6-1",Israel F7,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Russia,"04.04.95, 20 years",-,-,-,-,-,-,2.920 $,Izrael,"23.07.88, 26 years",-,-,-,-,-,-,2.212 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
05.06.15,1/4,female,Fernanda Brito,Amy Zhu,"6-1, 1-1 retired Amy Zhu",Manzanillo,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Chile,"14.02.92, 23 years",-,-,-,-,328,111,-,USA,"28.10.94, 20 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28.05.15,2nd round,female,Julia Goerges,Caroline Wozniacki,"6-4, 7-64",Paris,Clay,53/80 (66%),47/68 (69%),32/53 (60%),26/47 (55%),14/27 (52%),10/21 (48%),4/5 (80%),3/13 (23%),32/68 (47%),34/80 (43%),78/148 (53%),70/148 (47%),2,3,3,0,Germany,"02.11.88, 26 years",178 cm,66 kg,-,Right-handed,72,792,3.403.056 $,Denmark,"11.07.90, 24 years",177 cm,58 kg,2005,Right-handed,5,4940,19.322.865 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
